common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_41051813 可遠觀而不可褻玩係偶像同歌迷之間最適當嘅距離
common_voice_yue_41051816 講緊加拿大間大學有人自己整
common_voice_yue_41051839 我剩係識啲識讀寫粵語嘅中國人同台灣人
common_voice_yue_41051842 合唱團咋
common_voice_yue_41051844 今日就係呢個遊戲八周年正日
common_voice_yue_41051863 今朝飛咗轉台灣之後
common_voice_yue_41051864 插完線即刻順返
common_voice_yue_41051865 數量有限，先到先得，售完為止，
common_voice_yue_41051867 京都宇治綠茶
common_voice_yue_41051919 冇乜機會表演身手
common_voice_yue_41051936 開場白有好多唔同版本
common_voice_yue_41051937 單機，又好似好花時間
common_voice_yue_41051939 起腦霧記唔到
common_voice_yue_41051940 天文台徵集緊熱帶風旋名
common_voice_yue_41051991 所以要變得唔順手去幫你記得
common_voice_yue_41051992 學過嘅人唔係好多
common_voice_yue_41051995 呢啲先最唔關心，已經有啦嘛
common_voice_yue_41052042 我返工不時要聯絡其他公司嘅人攞資料做嘢或者出文件畀人
common_voice_yue_41052043 鍾意啊，好鍾意恥笑佢，直到今日都係！
common_voice_yue_41052044 即係男女都應該有權利裸上身
common_voice_yue_41052045 我都想知點解畀咁多錢都要爭住而家呢一刻去日本
common_voice_yue_41052046 喺中國嘅，就算佢醒咗，佢都唔可以點
common_voice_yue_41052057 支持本地原創劇本囉
common_voice_yue_41052059 同埋人類唔可以單性繁殖嘛
common_voice_yue_41052087 都唔奢望同佢哋有密切接觸
common_voice_yue_41052089 究竟幾時先會涼爽啲
common_voice_yue_41052090 搞到我好亂
common_voice_yue_41052091 你有道理
common_voice_yue_41052111 係，好似冇做都好難打甩
common_voice_yue_41052112 搬去東南亞南亞咪仲好
common_voice_yue_41052118 師兄你條片係二零二零年錄嘅？
common_voice_yue_41052119 係咪想收錶？
common_voice_yue_41052128 會用部諾基亞嚟擋子彈頂隕石再打電話出去為地球求救
common_voice_yue_41052175 香港嘅羊村係完全另一單嘢
common_voice_yue_41052176 你會即刻覺得老豆老母湊大佢哋真係唔簡單
common_voice_yue_41052178 日本嗰邊前排炒晒班搞輿論操作嘅員工
common_voice_yue_41052181 搵食不分黨派
common_voice_yue_41052182 法律面前人人平等
common_voice_yue_41052184 我諗佢係問緊你啲同好係咩？
common_voice_yue_41052191 有咩餸啊？菜
common_voice_yue_41052193 北方口音真係條脷捲到上天花板
common_voice_yue_41052194 上海，新疆
common_voice_yue_41056324 唔鬼識分咁多藥名
common_voice_yue_41056329 今年，我哋就去沙灘
common_voice_yue_41056332 好夜？今晚講嘢夜唔夜？
common_voice_yue_41056333 你係女仔？
common_voice_yue_41056335 但你要話我聽你憎佢
common_voice_yue_41056336 之前買演唱會飛試過搵代付
common_voice_yue_41056339 咪話咗我自己識行囉！
common_voice_yue_41056342 灌下腸有冇用
common_voice_yue_41056344 祝大家新年快樂！恭喜發財！
common_voice_yue_41056346 之前好似見到英領有得賣
common_voice_yue_41056355 阿師兄同我都喺王菀之歌迷會群組入面
common_voice_yue_41056356 咁冇嘢做，咪聽下
common_voice_yue_41056361 就係佢本人嚟
common_voice_yue_41056363 不過你想多人又多人傾偈
common_voice_yue_41056364 但要維持
common_voice_yue_41056365 更加收唔到科
common_voice_yue_41056366 你要堅持落去啊
common_voice_yue_41056369 利是逗來
common_voice_yue_41056371 如果唔係就真係靠晒廢老喇
common_voice_yue_41056374 你練好歌未呀？
common_voice_yue_41056375 如果經血嘅流動可以控制，噉陰莖可以裝拆都唔出奇吖
common_voice_yue_41056376 感覺如何
common_voice_yue_41056641 我好似有聽過
common_voice_yue_41056642 國民黨民進黨時代力量都有人有份
common_voice_yue_41056643 就算知道應該體諒佢
common_voice_yue_41056645 但呢啲一定好難整喇
common_voice_yue_41056646 唔好再擳我啦，痕死人咩
common_voice_yue_41056647 要剃鬚就真
common_voice_yue_41056873 我覺得自己發癲都好開心
common_voice_yue_41056875 買瑜伽褲去邊度好
common_voice_yue_41056894 申領綜援人數有增加跡象
common_voice_yue_41056899 我喺屋企好平安
common_voice_yue_41056904 但我原諒咗佢喇
common_voice_yue_41056907 肥腸你啱唔啱？林雪？
common_voice_yue_41056908 佢哋受到全面監控
common_voice_yue_41056914 歡迎唔睇字嘅朋友熱情參與
common_voice_yue_41056920 冇喎，可能我有天然抗體
common_voice_yue_41056922 真係句句都有粗口
common_voice_yue_41056981 都有節日係紀念人出世
common_voice_yue_41056983 我係打算食完洗乾淨個包裝留念
common_voice_yue_41056984 係啊，家姐代佢出文
common_voice_yue_41056992 係用粵語討論
common_voice_yue_41056993 可能因為佢二奶喺深圳落唔到嚟
common_voice_yue_41057034 係我哋兩個任務完成嘅見證啊
common_voice_yue_41057035 要又平又好味
common_voice_yue_41057036 佢頭先嚟過
common_voice_yue_41057050 想食咩味？
common_voice_yue_41057053 大家開始毫不忌諱噉講粗口
common_voice_yue_41057099 下面啲留言一半好支持一半好驚話嗌得太早
common_voice_yue_41057100 同時都發現我哋好耐冇喺度吹水，
common_voice_yue_41057102 二二年嘅香港
common_voice_yue_41057103 有得揀就唔好去
common_voice_yue_41057109 我中意話你蠢
common_voice_yue_41057110 而家係咪興一言不合就出刀
common_voice_yue_41057134 用過人口技征服到全球男士嘅拓也哥！？
common_voice_yue_41057136 所以我哋去嘅第一個地方
common_voice_yue_41057171 送晒佢哋返去先
common_voice_yue_41057172 如果你講嗰個老師同我諗嘅係同一個人，我幫佢做過傳譯
common_voice_yue_41057400 所以我嚟咗花店搵佢
common_voice_yue_41057403 食晏去咗間餐廳好好笑十足麥兜噉
common_voice_yue_41057454 哦搵到嘞，係佢嚟
common_voice_yue_41057476 而一涉及三角戀，就更加複雜
common_voice_yue_41057478 天后清湯腩
common_voice_yue_41057480 唔係就要被人打㗎喇
common_voice_yue_41057522 而全部嘢都好似佢諗嘅噉搞禍晒
common_voice_yue_41057523 我要時刻提醒自己唔好成為呢啲我唔中意嘅老嘢
common_voice_yue_41057524 都幾老套吓
common_voice_yue_41057525 講出口嘅話可能會嘔同抽搐
common_voice_yue_41057551 開會成班人坐喺度連水吹嘅機會都冇，真係純幻想
common_voice_yue_41057552 荃灣截的士先高難度，條條街都係禁區噉嘅？的士站都係空城計
common_voice_yue_41057568 我最近發現
common_voice_yue_41057570 成功阻止咗佢哋搭去亞博
common_voice_yue_41057571 可歌可泣愛情
common_voice_yue_41057590 細聲啲，細聲啲
common_voice_yue_41057591 而我唔捨得嘅點係
common_voice_yue_41057627 快啲同我吹水
common_voice_yue_41057641 無人機表演
common_voice_yue_41057698 巴士埋站都排長龍
common_voice_yue_41057699 得罪講句，其實香港英文都同英美英文都有距離何苦呢
common_voice_yue_41057711 只好同你講句加油
common_voice_yue_41057715 唔知點做到
common_voice_yue_41057722 大貨車翻側屯門公路往深井全綫封閉
common_voice_yue_41057724 夠長就得囉
common_voice_yue_41057725 佢尋日先喺班老婆面前整蠱我
common_voice_yue_41057743 唔係，個窗爐應該俾人篤過灰話有鹹濕野。
common_voice_yue_41062080 嗰啲係為搓心口同嘴嘴，唔係為咗救人
common_voice_yue_41062087 廿歲樓下歡迎
common_voice_yue_41062090 推咗入大陸就好快玩完
common_voice_yue_41062102 夾硬拉人入去好難睇唔到
common_voice_yue_41062103 吓乜有噉嘅事
common_voice_yue_41062104 同時間佢配角其實咩人種都有，又切合返西方要政治正確嘅大環境
common_voice_yue_41062120 同埋喺人哋公司送嘅嗰籃撻咗兩個半島迷你奶黃返歸
common_voice_yue_41062208 新年快樂啊
common_voice_yue_41062209 但係而家紅的綠的兩樣都冇
common_voice_yue_41062233 偽毒可恥
common_voice_yue_41062245 呢個後生靚仔嘅百萬富翁究竟有幾受歡迎？
common_voice_yue_41063551 整啲金句引人上水先
common_voice_yue_41063558 告要睇露得猥唔猥褻
common_voice_yue_41063565 巨巨換得快好世界又好手氣，我呢啲廢柴羨慕唔嚟
common_voice_yue_41063568 現實就係一班阿叔同阿生，然後不時用粗口互相問候，唔知佢哋做得耐仲有冇小鹿亂撞日久生情嘅感覺
common_voice_yue_41063570 你知道得太多鳥
common_voice_yue_41063577 一啲都唔明
common_voice_yue_41063580 可能人哋係偷食或者第二春啱啱熱戀期呢
common_voice_yue_41063613 利申真毒仔女都冇
common_voice_yue_41063614 所以我話啲人成個人生過得好似畜牲噉，計劃出世，然後做一世國家奴隸，夠夠鐘就自殺，唔好增加社會負擔
common_voice_yue_41063623 其實撩好簡單
common_voice_yue_41063674 用圖片先表達到內心嘅祝福
common_voice_yue_41063731 好似冇乜幾可試過有人幫我戴嘢上手
common_voice_yue_41063748 你第幾日喇？
common_voice_yue_41063758 冇電腦，寫唔到文
common_voice_yue_41063779 好有可能係以前靠阿媽而家靠老婆
common_voice_yue_41063782 即係女嘅有波男嘅有肌肉
common_voice_yue_41063800 日本人好似係會噉煮
common_voice_yue_41063801 好多同學用九方，但我學極都學唔識
common_voice_yue_41063865 呢個真啊
common_voice_yue_41063868 喺串流時代一開直播就啱晒演算法合尺
common_voice_yue_41063870 有緣千里能相會
common_voice_yue_41063872 行走江湖
common_voice_yue_41063876 有啲台灣人覺得嗌國語係侮辱嚟
common_voice_yue_41063884 我都覺得自己好好笑
common_voice_yue_41063908 話時話頸紋有咩解救
common_voice_yue_41063914 同埋啲流感都好似好勁
common_voice_yue_41063922 即刻學以致用，愛你
common_voice_yue_38923699 仲有掛住你哋班死仔
common_voice_yue_38923715 如果支持你就畀人踢嘅話，噉你都應該會畀人踢啦
common_voice_yue_38923855 係我唔好啊
common_voice_yue_38923880 好過你水皮又豆泥啦
common_voice_yue_38923983 你噉樣一啲都唔知驚
common_voice_yue_38924007 我都想生活得好精彩
common_voice_yue_38924026 真係唔該晒，我哋嘅新員工
common_voice_yue_38924074 係咪真係行得通
common_voice_yue_38924081 你只係個隨便嘅女仔
common_voice_yue_38924188 小曼嘅回覆係咩呢
common_voice_yue_38924343 只要我誠心許願
common_voice_yue_38924356 中間嗰個係乜嘢
common_voice_yue_38924426 關越南語咩事
common_voice_yue_38924456 行啦，執嘢啦
common_voice_yue_38924497 我都想返屋企
common_voice_yue_38924550 走去邊啊？
common_voice_yue_38924608 唔怪之得啦
common_voice_yue_38924625 有佢自己嘅想法
common_voice_yue_38924659 我啱啱遲咗落堂啊
common_voice_yue_38924668 希望你會遇到好嘅事
common_voice_yue_38925123 噉就可以一站式完成啦
common_voice_yue_38930809 你以為就得咁多？
common_voice_yue_38931160 曬太陽咁曬
common_voice_yue_38935643 睇定個大概先
common_voice_yue_38935660 嗷！你唔舒服呀？
common_voice_yue_38935664 冇人性何來有人
common_voice_yue_38937356 好硬頸㗎佢
common_voice_yue_38937532 特斯拉根本唔係車
common_voice_yue_38937599 佢咁快就帶女仔上嚟
common_voice_yue_31732972 我老豆廣州嘅
common_voice_yue_31733008 我嘅失業狀態令
common_voice_yue_31733068 唔係點講嘢
common_voice_yue_31733692 呢個係好老土嘅講法喇，現實中好少聽到人講
common_voice_yue_31733741 半夜開爐頭煮嘢食，罰一萬
common_voice_yue_31733811 自己諗清楚先
common_voice_yue_31733883 我讀書又唔掂，運動又唔叻
common_voice_yue_31734334 呢隻輸入法繁簡冇限制
common_voice_yue_31734398 只要你捐錢夠多，就可以話晒事
common_voice_yue_31734400 不過唔係我
common_voice_yue_31734479 個人覺得嗰個字典有啲詞條錯得好誇張
common_voice_yue_31734483 呢樣嘢好重要囉
common_voice_yue_31734536 掉返轉亦係一樣
common_voice_yue_31734963 我記得我同你哋講過啲規矩
common_voice_yue_31735036 有地位有錢都唔係永遠乜都買到㗎
common_voice_yue_31735140 你真係噉諗？噉我哋係咪可以拍拖？
common_voice_yue_31738103 近古官話音
common_voice_yue_31738297 但而家佢哋都了解多咗對方
common_voice_yue_31738372 作為一間公司，承受唔住太多輿論
common_voice_yue_31738403 你會發現好多北方話情景，令人捧腹大笑
common_voice_yue_31738469 上次試過，唔敢再試
common_voice_yue_31738471 佢係我最好嘅朋友
common_voice_yue_31738474 有乜方式解決呢個問題？
common_voice_yue_31738574 冇咗支波棍
common_voice_yue_31738576 佢仲未醒，情況好差噉
common_voice_yue_31738631 好用，但係電腦唔係好相容
common_voice_yue_31738634 唉，我都頭痕緊揾份乜嘢工
common_voice_yue_31738658 我之前衹係懶得換
common_voice_yue_31738663 手寫同廣東話有咩關係
common_voice_yue_31738720 差唔多係噉樣
common_voice_yue_31738723 佢運動同成績兩瓣都掂，完美啦
common_voice_yue_31739038 我以前有啲嘢都係受佢啓發
common_voice_yue_31739045 具體時間唔記得咗
common_voice_yue_31739052 邊方面嘅？
common_voice_yue_31739124 應該係由美國返嚟嗰陣
common_voice_yue_31739183 但係佢都好細心，尤其對佢嘅家人
common_voice_yue_31739239 除非狗急跳墻
common_voice_yue_31739243 噉又唔係嘅，都唔同種類嘅我哋
common_voice_yue_31739276 我點樣先可以令你笑返呀？
common_voice_yue_31739368 噉係你描述唔夠清晰
common_voice_yue_31739462 袁志偉見到噉嘅情況肯定知道好麻煩，要照肺
common_voice_yue_31739487 最討厭紅玫瑰
common_voice_yue_31739489 但個灰色捱唔到幾日就甩晒
common_voice_yue_31739517 正係啱啱先更新嘅最新版
common_voice_yue_31739518 我要下載呢個，要撳邊個掣
common_voice_yue_31739520 拎住隻鞋自拍
common_voice_yue_31739581 有唔少都係涉恐，危害社會安全
common_voice_yue_31739642 死完咪生囉
common_voice_yue_31744235 我成年都喺度做嘢，都冇乜正式嘆過
common_voice_yue_31744236 而唔係間中出現
common_voice_yue_31744248 你冇喺羅定生活過
common_voice_yue_31744268 下一個地點預備去邊度
common_voice_yue_31744284 希望可以推廣
common_voice_yue_31744290 成鑊嘢都係你搞出嚟㗎
common_voice_yue_31744339 如果你想知到相關智識，可以留低你嘅評論
common_voice_yue_31744343 有時睇下啲人幾愚昧都幾好咖
common_voice_yue_31744379 呢個係禮貌問題
common_voice_yue_31744401 閣下嘅意見非常重要
common_voice_yue_31744435 你講啲嘢冇前因後果，我無法回答
common_voice_yue_31744497 你唔信我就算數
